,productivity,utility,coverage,harmonic_mean
žije mimořádně,1.0,0.6667,0.0043,0.0085
žije téměr,1.0,0.6667,0.0043,0.0085
pořádá Světový,1.0,0.6667,0.0043,0.0085
k minulosti,1.0,0.6667,0.0043,0.0085
bude stavět,1.0,0.6667,0.0043,0.0085
vláda vyhlásila,1.0,0.6667,0.0043,0.0085
prezident James,1.0,0.6667,0.0043,0.0085
premiéra filmu,1.0,0.6667,0.0043,0.0085
žádnou krádež,1.0,0.6667,0.0043,0.0085
1000 lidí,1.0,0.6667,0.0043,0.0085
vlády je,1.0,0.6667,0.0043,0.0085
místo porotce,1.0,0.6667,0.0043,0.0085
budou vyšší,1.0,0.6667,0.0043,0.0085
jihovýchodním Bulharsku,1.0,0.6667,0.0043,0.0085
"jihovýchodní Asii,",1.0,0.6667,0.0043,0.0085
Bergamini odmítl,1.0,0.6667,0.0043,0.0085
banánů v,1.0,0.6667,0.0043,0.0085
Baham neleží,1.0,0.6667,0.0043,0.0085
řeky Moravy,1.0,0.6667,0.0043,0.0085
řeky Vltavy,1.0,0.6667,0.0043,0.0085
"Asii, jehož",1.0,0.6667,0.0043,0.0085
problémech po,1.0,0.6667,0.0043,0.0085
bydlení zdarma,1.0,0.6667,0.0043,0.0085
politické vězně,1.0,0.6667,0.0043,0.0085
Alžírska přišlo,1.0,0.6667,0.0043,0.0085
šestnáct dolů,1.0,0.6667,0.0043,0.0085
šestnáct elektráren,1.0,0.6667,0.0043,0.0085
jehož hlavním,1.0,0.6667,0.0043,0.0085
Airways vyřadí,1.0,0.6667,0.0043,0.0085
ještě nebyly,1.0,0.6667,0.0043,0.0085
městě Havana,1.0,0.6667,0.0043,0.0085
porotce na,1.0,0.6667,0.0043,0.0085
7 července,1.0,0.6667,0.0043,0.0085
pro seniory,1.0,0.6667,0.0043,0.0085
"55,21 procenta",1.0,0.6667,0.0043,0.0085
pro přijetí,1.0,0.6667,0.0043,0.0085
poskytla pomoc,1.0,0.6667,0.0043,0.0085
poskytne zaměstnancům,1.0,0.6667,0.0043,0.0085
poslední světovou,1.0,0.6667,0.0043,0.0085
400 osob,1.0,0.6667,0.0043,0.0085
vojenské přehlídky,1.0,0.6667,0.0043,0.0085
ke kulatému,1.0,0.6667,0.0043,0.0085
a xenofobie,1.0,0.6667,0.0043,0.0085
nemají kde,1.0,0.6667,0.0043,0.0085
vystavena na,1.0,0.6667,0.0043,0.0085
Jaderná elektrárnu,1.0,0.6667,0.0043,0.0085
úřadu v,1.0,0.6667,0.0043,0.0085
účetních výkazů,1.0,0.6667,0.0043,0.0085
spory ještě,1.0,0.6667,0.0043,0.0085
imigračního zákona,1.0,0.6667,0.0043,0.0085
první třídy,1.0,0.6667,0.0043,0.0085
otravu oxidem,1.0,0.6667,0.0043,0.0085
března premiéra,1.0,0.6667,0.0043,0.0085
provozu letadla,1.0,0.6667,0.0043,0.0085
James Carter,1.0,0.6667,0.0043,0.0085
starší než,1.0,0.6667,0.0043,0.0085
téměr dvacet,1.0,0.6667,0.0043,0.0085
seniory doprovodnou,1.0,0.6667,0.0043,0.0085
vyrůstal v,1.0,0.6667,0.0043,0.0085
platnost nový,1.0,0.6667,0.0043,0.0085
kritiky z,1.0,0.6667,0.0043,0.0085
varšavském bytě,1.0,0.6667,0.0043,0.0085
Havana probíhal,1.0,0.6667,0.0043,0.0085
oxidem uhelnatým,1.0,0.6667,0.0043,0.0085
Itálie přišly,1.0,0.6667,0.0043,0.0085
cenu až,1.0,0.6667,0.0043,0.0085
turistickou destinací,1.0,0.6667,0.0043,0.0085
ostrově v,1.0,0.6667,0.0043,0.0085
hrozí úžeh,1.0,0.6667,0.0043,0.0085
Indonésii lidé,1.0,0.6667,0.0043,0.0085
který podpořil,1.0,0.6667,0.0043,0.0085
vyšší dodávky,1.0,0.6667,0.0043,0.0085
otevření divadla,1.0,0.6667,0.0043,0.0085
tympanon kaple,1.0,0.6667,0.0043,0.0085
krevního testu,1.0,0.6667,0.0043,0.0085
Učená společnost,0.9,0.6,0.0043,0.0085
2005 ideální,0.8,0.5333,0.0043,0.0085
Petera Kenta,0.8,0.5333,0.0043,0.0085
nebyly 22,0.8,0.5333,0.0043,0.0085
ministra životního,0.8,0.5333,0.0043,0.0085
protokol o,0.8,0.5333,0.0043,0.0085
prostředí Petera,0.8,0.5333,0.0043,0.0085
Poděbradech proběhne,0.8,0.5333,0.0043,0.0085
proběhne rekonstrukce,0.8,0.5333,0.0043,0.0085
"vlakového nádraží,",0.8,0.5333,0.0043,0.0085
rekonstrukce vlakového,0.8,0.5333,0.0043,0.0085
"nádraží, informoval",0.8,0.5333,0.0043,0.0085
galerii v,0.75,0.4833,0.0043,0.0085
v galerii,0.75,0.4833,0.0043,0.0085
Jozef Tiso,0.75,0.4833,0.0043,0.0085
v případě,0.7667,0.5,0.0043,0.0085
podniku Lesy,0.5667,0.3667,0.0043,0.0085
Lesy ČR,0.5667,0.3667,0.0043,0.0085
tajemník OSN,0.6167,0.3833,0.0043,0.0085
Irský finančník,0.6167,0.3833,0.0043,0.0085
Přes 70%,0.55,0.3167,0.0043,0.0084
divadlo pokračovala,0.45,0.25,0.0043,0.0084
České divadlo,0.45,0.25,0.0043,0.0084
Přehlídka České,0.45,0.25,0.0043,0.0084
Informaci o,0.8,0.5333,0.0038,0.0077
firmy Fremach,0.8,0.5333,0.0038,0.0077
Předseda Evropské,0.7,0.4667,0.0038,0.0076
Latinské Americe,0.75,0.4833,0.0038,0.0076
v Latinské,0.75,0.4833,0.0038,0.0076
Pardubickém kraji,0.65,0.4167,0.0038,0.0076
spoluprací s,0.65,0.4167,0.0038,0.0076
se spoluprací,0.65,0.4167,0.0038,0.0076
a Evropské,0.65,0.4167,0.0038,0.0076
Výstava Velké,0.65,0.4167,0.0038,0.0076
Velké ticho,0.65,0.4167,0.0038,0.0076
"oznámil, že",0.65,0.4167,0.0038,0.0076
v Iráku,0.55,0.35,0.0038,0.0076
minulém roce,0.6667,0.4333,0.0038,0.0076
premiér Džuničiró,0.6667,0.4333,0.0038,0.0076
vyzval k,0.6,0.3667,0.0038,0.0076
Česká republika,0.6,0.3667,0.0038,0.0076
navrhoval Matula,0.5,0.3,0.0038,0.0076
nového ředitele,0.4667,0.3,0.0038,0.0076
V pátek,0.4667,0.3,0.0038,0.0076
z korupce,0.5167,0.3167,0.0038,0.0076
Astrid Lindgrenová,0.5167,0.3167,0.0038,0.0076
Praze hostováním,0.5167,0.3167,0.0038,0.0076
Kvůli dopadení,0.3667,0.2,0.0038,0.0076
první člověk,0.4,0.2333,0.0038,0.0075
Podle kanadského,0.8,0.5333,0.0034,0.0068
New Hampshire,0.8,0.5333,0.0034,0.0068
kanadského ministra,0.8,0.5333,0.0034,0.0068
procentních bodů,0.8,0.5333,0.0034,0.0068
15 procentních,0.8,0.5333,0.0034,0.0068
odhalení sochy,0.8,0.5333,0.0034,0.0068
Umístění americké,0.7,0.4667,0.0034,0.0068
pokuty za,0.7,0.4667,0.0034,0.0068
za údajně,0.7,0.4667,0.0034,0.0068
údajně nevyvážené,0.7,0.4667,0.0034,0.0068
nevyvážené zpravodajství,0.7,0.4667,0.0034,0.0068
vysoké pokuty,0.7,0.4667,0.0034,0.0068
cenu za,0.7,0.4667,0.0034,0.0068
Slovenský prezident,0.7,0.4667,0.0034,0.0068
Richard Loskot,0.7,0.4667,0.0034,0.0068
jednat v,0.7,0.4667,0.0034,0.0068
asijským sousedům,0.7,0.4667,0.0034,0.0068
37 příznivců,0.6,0.4,0.0034,0.0068
příznivců Muslimského,0.6,0.4,0.0034,0.0068
Muslimského bratrstva,0.6,0.4,0.0034,0.0068
hromadného ničení,0.6,0.4,0.0034,0.0068
vede Sanders,0.65,0.4167,0.0034,0.0068
výběrovém řízení,0.65,0.4167,0.0034,0.0068
Freuda v,0.65,0.4167,0.0034,0.0068
15 procent,0.65,0.4167,0.0034,0.0068
v průzkumech,0.65,0.4167,0.0034,0.0068
průzkumech preferencí,0.65,0.4167,0.0034,0.0068
rady Donald,0.65,0.4167,0.0034,0.0068
preferencí o,0.65,0.4167,0.0034,0.0068
Jiří Novák,0.65,0.4167,0.0034,0.0068
ve výběrovém,0.65,0.4167,0.0034,0.0068
Sanders nad,0.65,0.4167,0.0034,0.0068
Clintonovou v,0.65,0.4167,0.0034,0.0068
přes Blixovu,0.65,0.4167,0.0034,0.0068
Michal Gabriel,0.65,0.4167,0.0034,0.0068
Blixovu zprávu,0.65,0.4167,0.0034,0.0068
souhlasí se,0.65,0.4167,0.0034,0.0068
kaloni zlatí,0.65,0.4167,0.0034,0.0068
I přes,0.65,0.4167,0.0034,0.0068
křeče do,0.6,0.4,0.0034,0.0068
Tanková bitva,0.5,0.3333,0.0034,0.0068
se objeví,0.5,0.3333,0.0034,0.0068
ředitele státního,0.5,0.3333,0.0034,0.0068
"přehřátí, je",0.5,0.3333,0.0034,0.0068
Když se,0.5,0.3333,0.0034,0.0068
bitva u,0.5,0.3333,0.0034,0.0068
objeví křeče,0.5,0.3333,0.0034,0.0068
"z přehřátí,",0.5,0.3333,0.0034,0.0068
křeče z,0.5,0.3333,0.0034,0.0068
Kanadský ministr,0.55,0.35,0.0034,0.0068
Generální tajemník,0.55,0.35,0.0034,0.0068
"Kent oznámil,",0.55,0.35,0.0034,0.0068
Peter Kent,0.55,0.35,0.0034,0.0068
OSN Pan,0.55,0.35,0.0034,0.0068
bude mít,0.55,0.35,0.0034,0.0068
se koná,0.5,0.3333,0.0034,0.0068
Milan Kundera,0.5,0.3,0.0034,0.0068
V Německu,0.5,0.3,0.0034,0.0068
souhlasí s,0.5,0.3,0.0034,0.0068
bude hlasovat,0.5,0.3,0.0034,0.0068
500 obyvatel,0.5,0.3,0.0034,0.0068
Saskia Burešová,0.5,0.3,0.0034,0.0068
24 dubna,0.5,0.3,0.0034,0.0068
dubna 1945,0.5,0.3,0.0034,0.0068
se otrávil,0.4167,0.25,0.0034,0.0067
místní rozvoj,0.4167,0.25,0.0034,0.0067
pro místní,0.4167,0.25,0.0034,0.0067
plzeňské ČOI,0.35,0.1833,0.0034,0.0067
126 bylo,0.35,0.1833,0.0034,0.0067
Václav Havlík,0.35,0.1833,0.0034,0.0067
dopadení Saddáma,0.35,0.1833,0.0034,0.0067
bylo vyrobeno,0.35,0.1833,0.0034,0.0067
ČOI Václav,0.35,0.1833,0.0034,0.0067
kubánský disident,0.2667,0.1333,0.0034,0.0067
Petr Bódy,0.7,0.4667,0.003,0.006
obchodní inspekce,0.7,0.4667,0.003,0.006
Chomsky bývá,0.7,0.4667,0.003,0.006
v Perle,0.7,0.4667,0.003,0.006
nutno volat,0.6,0.4,0.003,0.006
"hodiny neustoupí,",0.6,0.4,0.003,0.006
"neustoupí, je",0.6,0.4,0.003,0.006
do hodiny,0.6,0.4,0.003,0.006
zbraní hromadného,0.6,0.4,0.003,0.006
SPD Tomio,0.6,0.4,0.003,0.006
Morava z,0.6,0.4,0.003,0.006
Společnost Bühler,0.6,0.4,0.003,0.006
Zásilkový obchod,0.6,0.4,0.003,0.006
milionů korun,0.6,0.4,0.003,0.006
obchod v,0.6,0.4,0.003,0.006
z Kroměříže,0.6,0.4,0.003,0.006
Předseda SPD,0.6,0.4,0.003,0.006
udržitelném rozvoji,0.5,0.3333,0.003,0.0059
o udržitelném,0.5,0.3333,0.003,0.0059
rozvoji v,0.5,0.3333,0.003,0.0059
o snižování,0.5,0.3333,0.003,0.0059
skleníkových plynů,0.5,0.3333,0.003,0.0059
kraji se,0.5,0.3333,0.003,0.0059
emisí skleníkových,0.5,0.3333,0.003,0.0059
snižování emisí,0.5,0.3333,0.003,0.0059
ledna demonstrovali,0.55,0.35,0.003,0.0059
finále Světového,0.55,0.35,0.003,0.0059
na finále,0.55,0.35,0.003,0.0059
18 ledna,0.55,0.35,0.003,0.0059
Německu 18,0.55,0.35,0.003,0.0059
Světového poháru,0.55,0.35,0.003,0.0059
je obviněn,0.55,0.35,0.003,0.0059
14 svatých,0.55,0.35,0.003,0.0059
zemědělství Petr,0.55,0.35,0.003,0.0059
pomocníků v,0.55,0.35,0.003,0.0059
Ministr zemědělství,0.55,0.35,0.003,0.0059
Kaple 14,0.55,0.35,0.003,0.0059
opravu kaple,0.55,0.35,0.003,0.0059
banky Santander,0.55,0.35,0.003,0.0059
polský prezident,0.55,0.35,0.003,0.0059
Koizumi projevil,0.55,0.35,0.003,0.0059
pojišťovny Zurich,0.55,0.35,0.003,0.0059
Aleksander Kwaśniewski,0.55,0.35,0.003,0.0059
Slovensko se,0.55,0.35,0.003,0.0059
a banky,0.55,0.35,0.003,0.0059
zabavení padělaného,0.55,0.35,0.003,0.0059
americké aerolinky,0.55,0.35,0.003,0.0059
k trhům,0.55,0.35,0.003,0.0059
V Pardubickém,0.55,0.35,0.003,0.0059
že Kanada,0.55,0.35,0.003,0.0059
NATO představí,0.55,0.35,0.003,0.0059
prezident Aleksander,0.55,0.35,0.003,0.0059
Bývalý polský,0.55,0.35,0.003,0.0059
se chystá,0.55,0.35,0.003,0.0059
slavného zakladatele,0.55,0.35,0.003,0.0059
představí s,0.55,0.35,0.003,0.0059
Spolupráce pojišťovny,0.55,0.35,0.003,0.0059
Kanada odstoupila,0.55,0.35,0.003,0.0059
Radnice v,0.55,0.35,0.003,0.0059
Luděk Niedermayer,0.45,0.2833,0.003,0.0059
metanolem první,0.4667,0.3,0.003,0.0059
největší zásilku,0.4,0.2333,0.003,0.0059
Ve středisku,0.4,0.2333,0.003,0.0059
zásilku kokainu,0.4,0.2333,0.003,0.0059
kokainu v,0.4,0.2333,0.003,0.0059
středisku Špindlerův,0.4,0.2333,0.003,0.0059
Viktor Kožený,0.4,0.2333,0.003,0.0059
finančník Viktor,0.4,0.2333,0.003,0.0059
v Mexiku,0.4,0.2333,0.003,0.0059
Kožený je,0.4,0.2333,0.003,0.0059
V bitvě,0.4,0.2333,0.003,0.0059
červnu 1989,0.4,0.2333,0.003,0.0059
V červnu,0.4,0.2333,0.003,0.0059
Praze se,0.3667,0.2333,0.003,0.0059
vyrobeno v,0.25,0.1167,0.003,0.0059
než milion,0.6,0.4,0.0026,0.0051
roce 2002,0.6,0.4,0.0026,0.0051
v mezích,0.6,0.4,0.0026,0.0051
mezích zákona,0.6,0.4,0.0026,0.0051
osmnáctitunových obrněných,0.6,0.4,0.0026,0.0051
115 osmnáctitunových,0.6,0.4,0.0026,0.0051
Prezident Bush,0.6,0.4,0.0026,0.0051
Slavnostní odhalení,0.6,0.4,0.0026,0.0051
Texasu vede,0.6,0.4,0.0026,0.0051
vodní nádrže,0.6,0.4,0.0026,0.0051
žijícího křesťana,0.6,0.4,0.0026,0.0051
v hlavním,0.6,0.4,0.0026,0.0051
Ruský plynárenský,0.6,0.4,0.0026,0.0051
prezident podporují,0.6,0.4,0.0026,0.0051
dohody zveřejnil,0.6,0.4,0.0026,0.0051
2008 proběhlo,0.6,0.4,0.0026,0.0051
Irák ve,0.6,0.4,0.0026,0.0051
500 americkými,0.6,0.4,0.0026,0.0051
Přes 500,0.6,0.4,0.0026,0.0051
svém dopisu,0.6,0.4,0.0026,0.0051
plynárenský gigant,0.6,0.4,0.0026,0.0051
americkými vojáky,0.6,0.4,0.0026,0.0051
"Hanse Blixe,",0.6,0.4,0.0026,0.0051
zakladatele psychoanalýzy,0.6,0.4,0.0026,0.0051
Tusk zveřejnil,0.6,0.4,0.0026,0.0051
"Blixe, nicméně",0.6,0.4,0.0026,0.0051
s OSN,0.6,0.4,0.0026,0.0051
filmových pokračování,0.6,0.4,0.0026,0.0051
s 500,0.6,0.4,0.0026,0.0051
V Texasu,0.6,0.4,0.0026,0.0051
pohrdání asijským,0.6,0.4,0.0026,0.0051
na opravu,0.6,0.4,0.0026,0.0051
se nebude,0.6,0.4,0.0026,0.0051
projevil pohrdání,0.6,0.4,0.0026,0.0051
proběhlo v,0.6,0.4,0.0026,0.0051
obyvatel bude,0.6,0.4,0.0026,0.0051
gigant Gazprom,0.6,0.4,0.0026,0.0051
hlasovat mimo,0.6,0.4,0.0026,0.0051
s hodnocením,0.6,0.4,0.0026,0.0051
Matula pro,0.6,0.4,0.0026,0.0051
Návrh dohody,0.6,0.4,0.0026,0.0051
nicméně chce,0.6,0.4,0.0026,0.0051
v úpadku,0.5,0.3333,0.0026,0.0051
s vyšetřovateli,0.5,0.3333,0.0026,0.0051
jiný než,0.5,0.3333,0.0026,0.0051
své závazky,0.5,0.3333,0.0026,0.0051
vyšetřovateli OSN,0.5,0.3333,0.0026,0.0051
někdo jiný,0.5,0.3333,0.0026,0.0051
likvidaci zbraní,0.5,0.3333,0.0026,0.0051
je český,0.5,0.3333,0.0026,0.0051
CZMT uzavřela,0.5,0.3333,0.0026,0.0051
provozu nadzvuková,0.5,0.3333,0.0026,0.0051
neplní své,0.5,0.3333,0.0026,0.0051
teď je,0.5,0.3333,0.0026,0.0051
Podle Blixe,0.5,0.3333,0.0026,0.0051
závazky na,0.5,0.3333,0.0026,0.0051
na likvidaci,0.5,0.3333,0.0026,0.0051
letadla Concorde,0.5,0.3333,0.0026,0.0051
nadzvuková letadla,0.5,0.3333,0.0026,0.0051
Energo je,0.5,0.3333,0.0026,0.0051
horkém počasí,0.5,0.3333,0.0026,0.0051
světové války,0.5,0.3333,0.0026,0.0051
exministra obrany,0.5,0.3333,0.0026,0.0051
firmy Nestlé,0.5,0.3333,0.0026,0.0051
Polsku dodávat,0.5,0.3333,0.0026,0.0051
Parcely firmy,0.5,0.3333,0.0026,0.0051
Okamura je,0.5,0.3333,0.0026,0.0051
druhé světové,0.5,0.3333,0.0026,0.0051
Železné Rudě,0.5,0.3333,0.0026,0.0051
Polsku odmítá,0.5,0.3333,0.0026,0.0051
uvedl ministr,0.5,0.3333,0.0026,0.0051
společnost Sekyra,0.5,0.3333,0.0026,0.0051
Nestlé v,0.5,0.3333,0.0026,0.0051
v Železné,0.5,0.3333,0.0026,0.0051
kritizován za,0.5,0.3333,0.0026,0.0051
Sekyra Group,0.5,0.3333,0.0026,0.0051
je kritizován,0.5,0.3333,0.0026,0.0051
bude Polsku,0.5,0.3333,0.0026,0.0051
životy civilistů,0.5,0.3333,0.0026,0.0051
koná v,0.5,0.3333,0.0026,0.0051
kandidaturu ve,0.5,0.3333,0.0026,0.0051
i životy,0.5,0.3333,0.0026,0.0051
ochraně životního,0.4,0.2667,0.0026,0.0051
od protokolu,0.4,0.2667,0.0026,0.0051
méně než,0.4,0.2667,0.0026,0.0051
protokolu k,0.4,0.2667,0.0026,0.0051
amerického listu,0.45,0.2833,0.0026,0.0051
Christof Furtwängler,0.45,0.2833,0.0026,0.0051
Jason Rezaian,0.45,0.2833,0.0026,0.0051
Zpravodaj amerického,0.45,0.2833,0.0026,0.0051
listu The,0.45,0.2833,0.0026,0.0051
obviněn z,0.45,0.2833,0.0026,0.0051
Post Jason,0.45,0.2833,0.0026,0.0051
The Washington,0.45,0.2833,0.0026,0.0051
Washington Post,0.45,0.2833,0.0026,0.0051
Pavlu Horákovi,0.45,0.2833,0.0026,0.0051
Přehřátí způsobuje,0.45,0.2833,0.0026,0.0051
byl popraven,0.45,0.2833,0.0026,0.0051
v minulém,0.45,0.2833,0.0026,0.0051
zdravotní pojišťovny,0.45,0.2833,0.0026,0.0051
nezúčastnil předání,0.45,0.2833,0.0026,0.0051
pro firmu,0.45,0.2833,0.0026,0.0051
roce rekordní,0.45,0.2833,0.0026,0.0051
hranicích hlavně,0.45,0.2833,0.0026,0.0051
TOP 09,0.45,0.2833,0.0026,0.0051
divadla z,0.45,0.2833,0.0026,0.0051
bude stát,0.45,0.2833,0.0026,0.0051
popraven za,0.45,0.2833,0.0026,0.0051
na hranicích,0.45,0.2833,0.0026,0.0051
je Nassau,0.45,0.2833,0.0026,0.0051
předání ceny,0.45,0.2833,0.0026,0.0051
Tiso byl,0.45,0.2833,0.0026,0.0051
Všeobecné zdravotní,0.45,0.2833,0.0026,0.0051
pojišťovny Pavlu,0.45,0.2833,0.0026,0.0051
stát na,0.45,0.2833,0.0026,0.0051
v Kyjevě,0.45,0.2833,0.0026,0.0051
Socha slavného,0.45,0.2833,0.0026,0.0051
na Kozím,0.35,0.2167,0.0026,0.0051
Kozím plácku,0.35,0.2167,0.0026,0.0051
třetiny nákladů,0.35,0.2167,0.0026,0.0051
umístění americké,0.35,0.2167,0.0026,0.0051
dvě třetiny,0.35,0.2167,0.0026,0.0051
oznámil nového,0.3667,0.2333,0.0026,0.0051
dnes oznámil,0.3667,0.2333,0.0026,0.0051
Rostislav Vondruška,0.3,0.1667,0.0026,0.0051
rozvoj Rostislav,0.3,0.1667,0.0026,0.0051
amatérského filmu,0.3,0.1667,0.0026,0.0051
protiteroristického cvičení,0.3,0.1667,0.0026,0.0051
představuje sedm,0.2667,0.1667,0.0026,0.0051
Sedm postav,0.2667,0.1667,0.0026,0.0051
postav představuje,0.2667,0.1667,0.0026,0.0051
má k,0.15,0.05,0.0026,0.005
chystá namalovat,0.5,0.3333,0.0021,0.0043
Trump má,0.5,0.3333,0.0021,0.0043
vypořádat s,0.5,0.3333,0.0021,0.0043
deníku The,0.5,0.3333,0.0021,0.0043
ve složení,0.5,0.3333,0.0021,0.0043
The Guardien,0.5,0.3333,0.0021,0.0043
V červenci,0.5,0.3333,0.0021,0.0043
se měla,0.5,0.3333,0.0021,0.0043
Spor o,0.5,0.3333,0.0021,0.0043
vlakové společnosti,0.5,0.3333,0.0021,0.0043
místa pro,0.5,0.3333,0.0021,0.0043
málo místa,0.5,0.3333,0.0021,0.0043
namalovat obraz,0.5,0.3333,0.0021,0.0043
s televizní,0.5,0.3333,0.0021,0.0043
a Mattem,0.5,0.3333,0.0021,0.0043
měla vypořádat,0.5,0.3333,0.0021,0.0043
The Guardian,0.5,0.3333,0.0021,0.0043
bezpečnostních otázkách,0.5,0.3333,0.0021,0.0043
V hlavním,0.5,0.3333,0.0021,0.0043
a Ruskem,0.5,0.3333,0.0021,0.0043
na tržnici,0.5,0.3333,0.0021,0.0043
cel Milan,0.5,0.3333,0.0021,0.0043
vystavovat v,0.5,0.3333,0.0021,0.0043
se 17,0.5,0.3333,0.0021,0.0043
vystavena ve,0.5,0.3333,0.0021,0.0043
má v,0.5,0.3333,0.0021,0.0043
výrobní halu,0.5,0.3333,0.0021,0.0043
sdělil rádiu,0.5,0.3333,0.0021,0.0043
mluvčí Hradu,0.5,0.3333,0.0021,0.0043
Zulawski utrpěl,0.5,0.3333,0.0021,0.0043
s krizovou,0.5,0.3333,0.0021,0.0043
mimo Prahu,0.5,0.3333,0.0021,0.0043
Tchaj-wanu není,0.5,0.3333,0.0021,0.0043
se věnovat,0.5,0.3333,0.0021,0.0043
chce být,0.5,0.3333,0.0021,0.0043
si vyžádal,0.5,0.3333,0.0021,0.0043
rádi víno,0.5,0.3333,0.0021,0.0043
diskuze o,0.5,0.3333,0.0021,0.0043
veřejnosti sdělit,0.5,0.3333,0.0021,0.0043
rádiu Impuls,0.5,0.3333,0.0021,0.0043
na druhém,0.5,0.3333,0.0021,0.0043
a středních,0.5,0.3333,0.0021,0.0043
sdělit jméno,0.5,0.3333,0.0021,0.0043
banka Santander,0.5,0.3333,0.0021,0.0043
na neurčito,0.5,0.3333,0.0021,0.0043
afroamerickému motoristovi,0.5,0.3333,0.0021,0.0043
nechuť k,0.5,0.3333,0.0021,0.0043
z Hollywoodské,0.5,0.3333,0.0021,0.0043
Spojené státy,0.5,0.3333,0.0021,0.0043
Energo-PRO chce,0.5,0.3333,0.0021,0.0043
Češi rádi,0.5,0.3333,0.0021,0.0043
filmů se,0.5,0.3333,0.0021,0.0043
NATO rozhodují,0.5,0.3333,0.0021,0.0043
obraz Sigmunda,0.5,0.3333,0.0021,0.0043
Česká skupina,0.5,0.3333,0.0021,0.0043
Česká obchodní,0.5,0.3333,0.0021,0.0043
ticho představuje,0.5,0.3333,0.0021,0.0043
obyčejný den,0.5,0.3333,0.0021,0.0043
plynů účinný,0.5,0.3333,0.0021,0.0043
ČTK zamlčel,0.5,0.3333,0.0021,0.0043
krizovou situací,0.5,0.3333,0.0021,0.0043
zkušenosti s,0.5,0.3333,0.0021,0.0043
patří k,0.5,0.3333,0.0021,0.0043
Gabriel se,0.5,0.3333,0.0021,0.0043
Generálního ředitelství,0.5,0.3333,0.0021,0.0043
soud propustil,0.5,0.3333,0.0021,0.0043
proti afroamerickému,0.5,0.3333,0.0021,0.0043
Clintonovou náskok,0.5,0.3333,0.0021,0.0043
obchodník s,0.5,0.3333,0.0021,0.0043
český obchodník,0.5,0.3333,0.0021,0.0043
zboží před,0.5,0.3333,0.0021,0.0043
zboží sdělil,0.5,0.3333,0.0021,0.0043
o prodeji,0.5,0.3333,0.0021,0.0043
přístup švýcarské,0.5,0.3333,0.0021,0.0043
Novák neuspěl,0.5,0.3333,0.0021,0.0043
české vlakové,0.5,0.3333,0.0021,0.0043
Damonem nebyly,0.5,0.3333,0.0021,0.0043
David Cameron,0.5,0.3333,0.0021,0.0043
červenci odbavilo,0.5,0.3333,0.0021,0.0043
o zabavení,0.5,0.3333,0.0021,0.0043
červen je,0.5,0.3333,0.0021,0.0043
po svém,0.5,0.3333,0.0021,0.0043
televizní moderací,0.5,0.3333,0.0021,0.0043
o změnách,0.5,0.3333,0.0021,0.0043
trhům v,0.5,0.3333,0.0021,0.0043
firma je,0.5,0.3333,0.0021,0.0043
Milan Poulíček,0.5,0.3333,0.0021,0.0043
informoval zaměstnanec,0.5,0.3333,0.0021,0.0043
zrušilo vysoké,0.5,0.3333,0.0021,0.0043
odloženo na,0.5,0.3333,0.0021,0.0043
odmítl veřejnosti,0.5,0.3333,0.0021,0.0043
Hradu Jiří,0.5,0.3333,0.0021,0.0043
Impuls generální,0.5,0.3333,0.0021,0.0043
odmítl vystavovat,0.5,0.3333,0.0021,0.0043
otázkách států,0.5,0.3333,0.0021,0.0043
odmítá diskuze,0.5,0.3333,0.0021,0.0043
Spears a,0.5,0.3333,0.0021,0.0043
Jiří Ovčáček,0.5,0.3333,0.0021,0.0043
před ČTK,0.5,0.3333,0.0021,0.0043
získá společnost,0.5,0.3333,0.0021,0.0043
Konečný skončil,0.5,0.3333,0.0021,0.0043
Kenta je,0.5,0.3333,0.0021,0.0043
představuje osm,0.5,0.3333,0.0021,0.0043
způsobuje nechuť,0.5,0.3333,0.0021,0.0043
generální ředitel,0.5,0.3333,0.0021,0.0043
Hollywoodské produkce,0.5,0.3333,0.0021,0.0043
utrpěl infarkt,0.5,0.3333,0.0021,0.0043
změnách ve,0.5,0.3333,0.0021,0.0043
Guardian komentuje,0.5,0.3333,0.0021,0.0043
Guardien o,0.5,0.3333,0.0021,0.0043
Gymnasta Konečný,0.5,0.3333,0.0021,0.0043
značkového zboží,0.5,0.3333,0.0021,0.0043
informoval mluvčí,0.5,0.3333,0.0021,0.0043
Maďarsko zrušilo,0.5,0.3333,0.0021,0.0043
Loskot odmítl,0.5,0.3333,0.0021,0.0043
Mattem Damonem,0.5,0.3333,0.0021,0.0043
znovuzvolení odmítá,0.5,0.3333,0.0021,0.0043
Hampshire nad,0.5,0.3333,0.0021,0.0043
tržnici v,0.5,0.3333,0.0021,0.0043
Havlík informaci,0.5,0.3333,0.0021,0.0043
informaci o,0.5,0.3333,0.0021,0.0043
o bezpečnostních,0.5,0.3333,0.0021,0.0043
O víkendu,0.5,0.3333,0.0021,0.0043
Chomsky je,0.5,0.3333,0.0021,0.0043
svém znovuzvolení,0.5,0.3333,0.0021,0.0043
států v,0.5,0.3333,0.0021,0.0043
jméno nového,0.5,0.3333,0.0021,0.0043
2007 dostal,0.5,0.3333,0.0021,0.0043
neuspěl ve,0.5,0.3333,0.0021,0.0043
Ruskem nebyly,0.5,0.3333,0.0021,0.0043
