,productivity,utility,coverage,harmonic_mean
Beach,0.4319,0.0986,0.0014,0.0028
Maggie,0.3692,0.0359,0.0014,0.0028
Thrones,0.3608,0.0275,0.0014,0.0028
Korea,0.3797,0.0463,0.0014,0.0028
schopna,0.8521,0.5188,0.0014,0.0028
Thomas,0.4617,0.1284,0.0014,0.0028
NBA,0.3659,0.0326,0.0014,0.0028
filmovém,0.4256,0.0922,0.0014,0.0028
všechny,0.7019,0.3685,0.0014,0.0028
ledna,0.4092,0.0758,0.0014,0.0028
Bostonu,0.6042,0.2709,0.0014,0.0028
Company,0.396,0.0627,0.0014,0.0027
Alicia,0.4059,0.0725,0.0014,0.0027
období,0.4004,0.0671,0.0014,0.0027
Carter,0.3852,0.0519,0.0014,0.0027
měli,0.4204,0.0871,0.0014,0.0027
obchodní,0.4036,0.0703,0.0014,0.0027
Austrálie,0.3789,0.0455,0.0014,0.0027
Kelly,0.4293,0.0959,0.0014,0.0027
Abraham,0.4071,0.0738,0.0014,0.0027
Pictures,0.4063,0.073,0.0014,0.0027
Jordan,0.3864,0.0531,0.0014,0.0027
McCain,0.4958,0.1624,0.0014,0.0027
Green,0.3549,0.0215,0.0014,0.0027
jednoho,0.4022,0.0689,0.0014,0.0027
Deadpool,0.4024,0.0691,0.0014,0.0027
vyšlo,0.4513,0.1179,0.0014,0.0027
Zeppelin,0.4462,0.1128,0.0014,0.0027
Dwayne,0.3952,0.0618,0.0014,0.0027
Ferrell,0.5486,0.2153,0.0014,0.0027
Bryan,0.4403,0.107,0.0014,0.0027
Laura,0.4131,0.0798,0.0014,0.0027
hráč,0.3786,0.0452,0.0014,0.0027
Jamie,0.3718,0.0385,0.0013,0.0027
Lady,0.4202,0.0868,0.0013,0.0027
debutovala,0.4533,0.1199,0.0013,0.0027
Eminem,0.3643,0.031,0.0013,0.0027
Glenn,0.3965,0.0632,0.0013,0.0027
podle,0.3825,0.0491,0.0013,0.0027
1990,0.5231,0.1898,0.0013,0.0027
kopií,0.3918,0.0585,0.0013,0.0027
nemůže,0.9167,0.5834,0.0013,0.0027
největším,0.4035,0.0702,0.0013,0.0027
drama,0.3719,0.0386,0.0013,0.0027
někdy,0.5991,0.2657,0.0013,0.0027
Dan,0.3958,0.0625,0.0013,0.0026
Dr,0.4,0.0667,0.0013,0.0026
považován,0.365,0.0316,0.0013,0.0026
ledu,0.4161,0.0827,0.0013,0.0026
obyvatel,0.4678,0.1345,0.0013,0.0026
Wilson,0.3692,0.0359,0.0013,0.0026
něco,0.4805,0.1471,0.0013,0.0026
Wars:,0.3933,0.06,0.0013,0.0026
Last,0.3775,0.0442,0.0013,0.0026
skladatel,0.3759,0.0426,0.0013,0.0026
práce,0.5411,0.2078,0.0013,0.0026
Británii,0.3843,0.051,0.0013,0.0026
nedokázal,0.9357,0.6023,0.0013,0.0026
Bruce,0.3668,0.0334,0.0013,0.0026
strany,0.3596,0.0263,0.0013,0.0026
19,0.3573,0.0239,0.0013,0.0026
produkoval,0.5293,0.196,0.0013,0.0026
opic,0.3841,0.0508,0.0013,0.0026
akční,0.4828,0.1494,0.0013,0.0026
města,0.3878,0.0545,0.0013,0.0026
Amy,0.3596,0.0262,0.0013,0.0026
ohně,0.3945,0.0612,0.0013,0.0026
Cara,0.4168,0.0835,0.0013,0.0026
Kristen,0.3876,0.0543,0.0013,0.0026
FC,0.3977,0.0644,0.0013,0.0026
Angle,0.3931,0.0597,0.0013,0.0026
Stephen,0.4613,0.128,0.0013,0.0026
spisovatel,0.4209,0.0875,0.0013,0.0026
jedna,0.3922,0.0589,0.0013,0.0026
sídlí,0.4722,0.1388,0.0013,0.0026
Johna,0.3991,0.0658,0.0013,0.0026
Cher,0.3546,0.0213,0.0013,0.0025
Rey,0.38,0.0466,0.0013,0.0025
Glee,0.3732,0.0399,0.0013,0.0025
Ve,0.5034,0.1701,0.0013,0.0025
AC,0.4429,0.1095,0.0013,0.0025
in,0.395,0.0616,0.0013,0.0025
Red,0.3832,0.0499,0.0013,0.0025
jižní,0.4101,0.0767,0.0013,0.0025
1996,0.3702,0.0369,0.0013,0.0025
nepodařilo,0.8842,0.5509,0.0013,0.0025
Jedním,0.657,0.3236,0.0013,0.0025
1993,0.4052,0.0719,0.0013,0.0025
Cena,0.436,0.1026,0.0013,0.0025
Carey,0.3748,0.0414,0.0013,0.0025
vyhrála,0.54,0.2067,0.0013,0.0025
Girl,0.3968,0.0634,0.0013,0.0025
debutoval,0.4608,0.1274,0.0013,0.0025
Douglas,0.3843,0.051,0.0013,0.0025
dítě,0.3577,0.0244,0.0013,0.0025
seznamu,0.4629,0.1296,0.0013,0.0025
vydán,0.4188,0.0855,0.0013,0.0025
rocková,0.4888,0.1555,0.0013,0.0025
Pink,0.4182,0.0849,0.0013,0.0025
americkou,0.5772,0.2439,0.0013,0.0025
kdo,0.5147,0.1814,0.0013,0.0025
Anna,0.4087,0.0753,0.0013,0.0025
Davis,0.4963,0.1629,0.0013,0.0025
Theodore,0.3939,0.0606,0.0013,0.0025
Gaga,0.4209,0.0876,0.0012,0.0025
původně,0.3611,0.0278,0.0012,0.0025
městě,0.3815,0.0482,0.0012,0.0025
60,0.4424,0.109,0.0012,0.0025
méně,0.65,0.3167,0.0012,0.0025
Bradley,0.3811,0.0478,0.0012,0.0025
Colin,0.3948,0.0615,0.0012,0.0025
dramatický,0.3976,0.0642,0.0012,0.0025
Hardy,0.4112,0.0779,0.0012,0.0025
O,0.3696,0.0362,0.0012,0.0025
9,0.4041,0.0708,0.0012,0.0025
Nick,0.4,0.0666,0.0012,0.0025
Beckham,0.4097,0.0764,0.0012,0.0025
skupinu,0.4476,0.1143,0.0012,0.0025
písně,0.4694,0.1361,0.0012,0.0025
auto,0.6267,0.2933,0.0012,0.0024
Peter,0.418,0.0846,0.0012,0.0024
Al,0.4035,0.0701,0.0012,0.0024
Lennon,0.3876,0.0542,0.0012,0.0024
mezinárodní,0.4159,0.0826,0.0012,0.0024
producent,0.503,0.1696,0.0012,0.0024
Hathaway,0.4357,0.1023,0.0012,0.0024
Helen,0.3878,0.0545,0.0012,0.0024
Film,0.3886,0.0553,0.0012,0.0024
Jared,0.4235,0.0902,0.0012,0.0024
Střední,0.4175,0.0841,0.0012,0.0024
Lewis,0.3629,0.0295,0.0012,0.0024
My,0.4792,0.1459,0.0012,0.0024
hostil,0.4546,0.1212,0.0012,0.0024
17,0.3763,0.043,0.0012,0.0024
strana,0.368,0.0347,0.0012,0.0024
Kanadě,0.4364,0.1031,0.0012,0.0024
1992,0.4158,0.0824,0.0012,0.0024
filmová,0.352,0.0186,0.0012,0.0024
sezónu,0.3558,0.0225,0.0012,0.0024
Trek,0.3826,0.0493,0.0012,0.0024
jednat,0.9098,0.5764,0.0012,0.0024
model,0.4451,0.1118,0.0012,0.0024
klub,0.496,0.1627,0.0012,0.0024
smrti,0.4168,0.0835,0.0012,0.0024
Iron,0.3752,0.0419,0.0012,0.0024
Grand,0.4615,0.1282,0.0012,0.0024
prostřednictvím,0.4658,0.1324,0.0012,0.0024
Carrie,0.3885,0.0551,0.0012,0.0024
Hot,0.3739,0.0406,0.0012,0.0024
vylíčil,0.5598,0.2265,0.0012,0.0024
VI,0.402,0.0687,0.0012,0.0024
25,0.3733,0.04,0.0012,0.0024
Ron,0.3993,0.066,0.0012,0.0024
práci,0.511,0.1777,0.0012,0.0024
Píseň,0.4183,0.085,0.0012,0.0024
Buscemi,0.4317,0.0984,0.0012,0.0024
da,0.3871,0.0538,0.0012,0.0024
název,0.404,0.0707,0.0012,0.0024
Chomsky,0.3721,0.0388,0.0012,0.0024
Noam,0.3721,0.0388,0.0012,0.0024
Glen,0.4321,0.0988,0.0012,0.0024
Home,0.4121,0.0788,0.0012,0.0024
Leslie,0.4068,0.0735,0.0012,0.0024
Adolf,0.3836,0.0503,0.0012,0.0023
fotbalový,0.4198,0.0864,0.0012,0.0023
Gwen,0.3975,0.0642,0.0012,0.0023
Henry,0.4138,0.0804,0.0012,0.0023
Amerika,0.4076,0.0743,0.0012,0.0023
Barcelona,0.4287,0.0954,0.0012,0.0023
roky,0.393,0.0597,0.0012,0.0023
skládá,0.3789,0.0455,0.0012,0.0023
Jessica,0.3693,0.036,0.0012,0.0023
Aniston,0.365,0.0317,0.0012,0.0023
Romelu,0.3953,0.0619,0.0012,0.0023
Lukaku,0.3953,0.0619,0.0012,0.0023
rockové,0.508,0.1747,0.0012,0.0023
Michaela,0.4728,0.1395,0.0012,0.0023
různých,0.4591,0.1257,0.0012,0.0023
komedii,0.4373,0.104,0.0012,0.0023
vydána,0.4754,0.1421,0.0012,0.0023
vyšel,0.4449,0.1115,0.0012,0.0023
B,0.4212,0.0878,0.0012,0.0023
Boeing,0.4143,0.081,0.0012,0.0023
dramatu,0.452,0.1186,0.0012,0.0023
Evans,0.4266,0.0933,0.0012,0.0023
svém,0.404,0.0707,0.0012,0.0023
Japonsku,0.5049,0.1716,0.0012,0.0023
Kolumbie,0.4317,0.0984,0.0012,0.0023
Simon,0.3608,0.0274,0.0012,0.0023
Newman,0.3803,0.0469,0.0012,0.0023
válce,0.4027,0.0693,0.0012,0.0023
zapojen,0.396,0.0626,0.0012,0.0023
1970,0.5851,0.2518,0.0012,0.0023
28,0.4799,0.1466,0.0012,0.0023
nazývá,0.4561,0.1228,0.0012,0.0023
sdílí,0.4616,0.1283,0.0011,0.0023
40,0.4598,0.1265,0.0011,0.0023
ostrov,0.4334,0.1001,0.0011,0.0023
Wahlberg,0.4272,0.0939,0.0011,0.0023
stále,0.6947,0.3613,0.0011,0.0023
Brown,0.3794,0.0461,0.0011,0.0023
kanadský,0.4971,0.1638,0.0011,0.0023
Gibson,0.356,0.0226,0.0011,0.0023
Anderson,0.4329,0.0995,0.0011,0.0023
kdy,0.4131,0.0797,0.0011,0.0023
Druhá,0.387,0.0537,0.0011,0.0023
nezískal,0.8882,0.5549,0.0011,0.0023
Stefani,0.3957,0.0624,0.0011,0.0023
systém,0.3851,0.0517,0.0011,0.0023
historii,0.3777,0.0444,0.0011,0.0023
22,0.4754,0.1421,0.0011,0.0023
Nicole,0.3852,0.0519,0.0011,0.0023
dříve,0.4498,0.1164,0.0011,0.0023
scénář,0.3956,0.0623,0.0011,0.0022
Wars,0.3972,0.0639,0.0011,0.0022
východní,0.4429,0.1096,0.0011,0.0022
Indii,0.4009,0.0676,0.0011,0.0022
League,0.3904,0.0571,0.0011,0.0022
Louis,0.3636,0.0303,0.0011,0.0022
slouží,0.4021,0.0687,0.0011,0.0022
pobřeží,0.3784,0.045,0.0011,0.0022
domácí,0.4017,0.0683,0.0011,0.0022
Putin,0.3948,0.0614,0.0011,0.0022
Perfect,0.4702,0.1368,0.0011,0.0022
Doktor,0.4035,0.0702,0.0011,0.0022
hereckou,0.4836,0.1502,0.0011,0.0022
lidi,0.3927,0.0594,0.0011,0.0022
hra,0.4836,0.1503,0.0011,0.0022
Ray,0.3978,0.0645,0.0011,0.0022
kteří,0.3762,0.0429,0.0011,0.0022
Globe,0.4806,0.1473,0.0011,0.0022
Swift,0.4131,0.0798,0.0011,0.0022
dílo,0.5335,0.2002,0.0011,0.0022
Země,0.4066,0.0733,0.0011,0.0022
Sinatra,0.3963,0.0629,0.0011,0.0022
předsedou,0.3821,0.0487,0.0011,0.0022
Carradine,0.4141,0.0807,0.0011,0.0022
princ,0.4099,0.0765,0.0011,0.0022
Simpson,0.3753,0.0419,0.0011,0.0022
co,0.3699,0.0366,0.0011,0.0022
Henson,0.4646,0.1312,0.0011,0.0022
24,0.4402,0.1069,0.0011,0.0022
Fox,0.4122,0.0789,0.0011,0.0022
1989,0.405,0.0717,0.0011,0.0022
Hra,0.4206,0.0873,0.0011,0.0022
fotbal,0.4388,0.1055,0.0011,0.0022
romantický,0.381,0.0477,0.0011,0.0022
jsem,0.4661,0.1327,0.0011,0.0022
Punk,0.4387,0.1054,0.0011,0.0022
jiného,0.7467,0.4134,0.0011,0.0022
Hugo,0.419,0.0857,0.0011,0.0022
Demi,0.4121,0.0787,0.0011,0.0022
Diego,0.373,0.0397,0.0011,0.0022
Las,0.4057,0.0724,0.0011,0.0022
Eastwood,0.3626,0.0293,0.0011,0.0022
1986,0.4439,0.1105,0.0011,0.0022
Josh,0.367,0.0337,0.0011,0.0022
smlouvu,0.4062,0.0729,0.0011,0.0022
nehrál,0.9421,0.6088,0.0011,0.0022
Reeves,0.3745,0.0412,0.0011,0.0022
Africe,0.4487,0.1153,0.0011,0.0022
Richarda,0.3592,0.0259,0.0011,0.0022
školy,0.5186,0.1853,0.0011,0.0022
Shia,0.4403,0.107,0.0011,0.0022
Tiger,0.4124,0.0791,0.0011,0.0022
produkován,0.3993,0.0659,0.0011,0.0022
sportovní,0.3877,0.0543,0.0011,0.0022
Vinci,0.3811,0.0477,0.0011,0.0022
náboženství,0.4379,0.1046,0.0011,0.0022
Cenu,0.5579,0.2246,0.0011,0.0022
sloužil,0.5646,0.2313,0.0011,0.0021
Vegas,0.4134,0.0801,0.0011,0.0021
Valley,0.4136,0.0803,0.0011,0.0021
života,0.3902,0.0569,0.0011,0.0021
řadu,0.4427,0.1094,0.0011,0.0021
LaBeouf,0.4414,0.108,0.0011,0.0021
Obama,0.4038,0.0705,0.0011,0.0021
Halle,0.354,0.0206,0.0011,0.0021
VIII,0.4433,0.11,0.0011,0.0021
píše,0.4829,0.1495,0.0011,0.0021
Spielberg,0.4573,0.124,0.0011,0.0021
kapely,0.4999,0.1666,0.0011,0.0021
Představte,0.4449,0.1116,0.0011,0.0021
Ronald,0.4243,0.0909,0.0011,0.0021
objeví,0.4832,0.1498,0.0011,0.0021
mnoha,0.4753,0.142,0.0011,0.0021
debutové,0.4519,0.1186,0.0011,0.0021
Manning,0.4032,0.0699,0.0011,0.0021
Berry,0.3558,0.0224,0.0011,0.0021
často,0.4305,0.0972,0.001,0.0021
její,0.3738,0.0405,0.001,0.0021
Martina,0.4163,0.0829,0.001,0.0021
nejlidnatější,0.5025,0.1692,0.001,0.0021
Paříži,0.4378,0.1045,0.001,0.0021
Susan,0.4204,0.087,0.001,0.0021
nejsou,0.8384,0.5051,0.001,0.0021
Cruise,0.4004,0.0671,0.001,0.0021
1977,0.4533,0.1199,0.001,0.0021
Dennis,0.3922,0.0588,0.001,0.0021
Německu,0.4261,0.0927,0.001,0.0021
příběh,0.4205,0.0872,0.001,0.0021
Jméno,0.6622,0.3289,0.001,0.0021
Monroe,0.4069,0.0736,0.001,0.0021
Americká,0.4335,0.1002,0.001,0.0021
organizace,0.4175,0.0842,0.001,0.0021
Rose,0.388,0.0547,0.001,0.0021
Del,0.4028,0.0694,0.001,0.0021
Cusack,0.3826,0.0493,0.001,0.002
britské,0.3764,0.0431,0.001,0.002
postavy,0.4331,0.0997,0.001,0.002
Keanu,0.3662,0.0329,0.001,0.002
Graham,0.3919,0.0585,0.001,0.002
Británie,0.3964,0.0631,0.001,0.002
Felton,0.3964,0.0631,0.001,0.002
dispozici,0.5231,0.1897,0.001,0.002
mohou,0.484,0.1507,0.001,0.002
Lauren,0.4213,0.0879,0.001,0.002
kapelou,0.423,0.0897,0.001,0.002
uznání,0.4069,0.0736,0.001,0.002
psal,0.4965,0.1632,0.001,0.002
stala,0.416,0.0827,0.001,0.002
Armstrong,0.4261,0.0928,0.001,0.002
Etiopie,0.3907,0.0574,0.001,0.002
vytvořila,0.4317,0.0983,0.001,0.002
Hugh,0.4193,0.086,0.001,0.002
Craig,0.397,0.0637,0.001,0.002
Negga,0.3665,0.0332,0.001,0.002
osoba,0.5224,0.189,0.001,0.002
Olivia,0.4646,0.1313,0.001,0.002
scenárista,0.4581,0.1247,0.001,0.002
Prison,0.5056,0.1723,0.001,0.002
druh,0.4389,0.1056,0.001,0.002
americkým,0.4192,0.0859,0.001,0.002
23,0.5067,0.1733,0.001,0.002
Willie,0.4148,0.0815,0.001,0.002
Holly,0.3878,0.0545,0.001,0.002
Bad,0.3769,0.0435,0.001,0.002
Havaj,0.4825,0.1492,0.001,0.002
ABC,0.4035,0.0701,0.001,0.002
autorem,0.3926,0.0593,0.001,0.002
Travis,0.3744,0.041,0.001,0.002
Matka,0.3757,0.0423,0.001,0.002
3D,0.4167,0.0834,0.001,0.002
Music,0.3886,0.0552,0.001,0.002
Chaplin,0.3825,0.0492,0.001,0.002
Soundgarden,0.4309,0.0976,0.001,0.002
rockovou,0.4222,0.0888,0.001,0.002
Christina,0.4064,0.0731,0.001,0.002
téměř,0.3932,0.0599,0.001,0.002
Wall,0.4163,0.083,0.001,0.002
26,0.3762,0.0428,0.001,0.002
Němec,0.6749,0.3416,0.001,0.002
Billboard,0.391,0.0577,0.001,0.002
Světové,0.4057,0.0724,0.001,0.002
Mandela,0.3889,0.0556,0.001,0.002
dosáhl,0.429,0.0957,0.001,0.002
United,0.3654,0.032,0.001,0.002
prohrál,0.5307,0.1973,0.001,0.002
písní,0.4332,0.0999,0.001,0.002
sobě,0.655,0.3217,0.001,0.002
Slovensko,0.4093,0.076,0.001,0.002
Charlie,0.39,0.0567,0.001,0.002
bude,0.3902,0.0569,0.001,0.002
jednom,0.5268,0.1935,0.001,0.002
Up,0.4631,0.1298,0.001,0.002
napsána,0.5663,0.233,0.001,0.002
hrají,0.4409,0.1076,0.001,0.002
Johnny,0.451,0.1176,0.001,0.002
mu,0.5344,0.2011,0.001,0.002
Reagan,0.4122,0.0789,0.001,0.002
BAFTA,0.4135,0.0801,0.001,0.002
Nepál,0.4529,0.1196,0.001,0.002
Force,0.3895,0.0562,0.001,0.002
Manchester,0.4085,0.0751,0.001,0.002
Show,0.446,0.1127,0.001,0.002
zcela,0.7561,0.4227,0.001,0.002
Pablo,0.4639,0.1306,0.001,0.002
prostředí,0.4572,0.1238,0.001,0.002
Londýně,0.4405,0.1071,0.001,0.002
jedno,0.5112,0.1779,0.001,0.0019
vedl,0.4636,0.1303,0.001,0.0019
Entertainment,0.4388,0.1055,0.001,0.0019
Foo,0.4196,0.0862,0.001,0.0019
Kapoor,1.0,0.6667,0.001,0.0019
1991,0.4008,0.0674,0.001,0.0019
fantasy,0.4061,0.0728,0.001,0.0019
Campbell,0.3813,0.048,0.001,0.0019
prostřední,0.4841,0.1507,0.001,0.0019
von,0.4567,0.1234,0.001,0.0019
"filmu,",0.4488,0.1154,0.001,0.0019
Roger,0.4047,0.0713,0.001,0.0019
šest,0.3845,0.0511,0.001,0.0019
Teen,0.4266,0.0933,0.001,0.0019
Jason,0.4026,0.0693,0.001,0.0019
Brad,0.3789,0.0456,0.001,0.0019
Asie,0.4267,0.0934,0.001,0.0019
postavou,0.3961,0.0628,0.001,0.0019
Hitler,0.3886,0.0553,0.001,0.0019
lidé,0.5046,0.1713,0.001,0.0019
animovaný,0.4987,0.1654,0.001,0.0019
Tyler,0.41,0.0767,0.001,0.0019
centrum,0.3827,0.0494,0.001,0.0019
1994,0.3671,0.0338,0.001,0.0019
1987,0.4224,0.0891,0.001,0.0019
Dívka,0.4043,0.0709,0.001,0.0019
Mayweather,0.3933,0.06,0.001,0.0019
dosud,0.8713,0.538,0.001,0.0019
svým,0.4042,0.0709,0.001,0.0019
Sue,0.6118,0.2785,0.001,0.0019
představoval,0.4833,0.15,0.001,0.0019
druhou,0.399,0.0656,0.001,0.0019
Laurence,0.4046,0.0713,0.001,0.0019
200,0.4121,0.0788,0.001,0.0019
Alexander,0.3857,0.0523,0.001,0.0019
sezóny,0.3902,0.0569,0.001,0.0019
Franklin,0.3729,0.0396,0.001,0.0019
červnu,0.4394,0.106,0.001,0.0019
horor,0.4626,0.1292,0.0009,0.0019
Tarantino,0.416,0.0826,0.0009,0.0019
dob,0.3628,0.0295,0.0009,0.0019
Mars,0.4841,0.1508,0.0009,0.0019
Tanzanie,0.4562,0.1228,0.0009,0.0019
Felicity,0.4383,0.105,0.0009,0.0019
Quentin,0.4189,0.0855,0.0009,0.0019
Driver,0.4015,0.0682,0.0009,0.0019
Mickey,0.3753,0.042,0.0009,0.0019
Good,0.4191,0.0858,0.0009,0.0019
žebříčku,0.392,0.0586,0.0009,0.0019
podepsal,0.4554,0.1221,0.0009,0.0019
Jimmy,0.4009,0.0676,0.0009,0.0019
Diana,0.4474,0.1141,0.0009,0.0019
Banks,0.4393,0.106,0.0009,0.0019
WWE,0.4295,0.0962,0.0009,0.0019
EP,0.4195,0.0861,0.0009,0.0019
Vedder,0.4036,0.0703,0.0009,0.0019
hovoří,0.505,0.1717,0.0009,0.0019
La,0.4721,0.1388,0.0009,0.0019
Selena,0.3864,0.053,0.0009,0.0019
další,0.4578,0.1245,0.0009,0.0019
Hall,0.4143,0.0809,0.0009,0.0019
Awakens,0.396,0.0627,0.0009,0.0019
konci,0.3714,0.038,0.0009,0.0019
naživu,0.6497,0.3164,0.0009,0.0019
prezident,0.406,0.0726,0.0009,0.0019
Emmanuel,0.3644,0.031,0.0009,0.0019
katolík,0.9521,0.6187,0.0009,0.0019
Dre,0.4077,0.0744,0.0009,0.0019
Planeta,0.3913,0.058,0.0009,0.0019
Bolt,0.4487,0.1153,0.0009,0.0018
hudby,0.4139,0.0805,0.0009,0.0018
fiktivní,0.3789,0.0456,0.0009,0.0018
den,0.3947,0.0613,0.0009,0.0018
Coldplay,0.3809,0.0475,0.0009,0.0018
vítězem,0.6993,0.366,0.0009,0.0018
Prestige,0.4492,0.1159,0.0009,0.0018
propuštěna,0.409,0.0757,0.0009,0.0018
obsadit,0.9349,0.6016,0.0009,0.0018
Silicon,0.4547,0.1213,0.0009,0.0018
vedlejší,0.3962,0.0629,0.0009,0.0018
Maďarsko,0.4309,0.0975,0.0009,0.0018
Evan,0.3969,0.0635,0.0009,0.0018
Hepburn,0.4166,0.0833,0.0009,0.0018
severní,0.385,0.0517,0.0009,0.0018
tanečnice,0.6168,0.2834,0.0009,0.0018
občan,0.4907,0.1574,0.0009,0.0018
Queen,0.4015,0.0682,0.0009,0.0018
německý,0.5467,0.2133,0.0009,0.0018
Weeknd,0.3593,0.0259,0.0009,0.0018
psa,0.8434,0.5101,0.0009,0.0018
Winona,0.4375,0.1042,0.0009,0.0018
Tyson,0.3768,0.0434,0.0009,0.0018
Schwimmer,0.4103,0.077,0.0009,0.0018
Indonésie,0.3879,0.0546,0.0009,0.0018
Knowles,0.4864,0.153,0.0009,0.0018
Usain,0.4499,0.1165,0.0009,0.0018
Nová,0.4193,0.0859,0.0009,0.0018
jazyky,0.4126,0.0793,0.0009,0.0018
mít,0.6543,0.321,0.0009,0.0018
Daft,0.41,0.0767,0.0009,0.0018
neměla,0.8179,0.4846,0.0009,0.0018
Foxx,0.4028,0.0695,0.0009,0.0018
Larry,0.3821,0.0488,0.0009,0.0018
Otec,0.5246,0.1913,0.0009,0.0018
lednu,0.4774,0.144,0.0009,0.0018
březnu,0.4182,0.0849,0.0009,0.0018
Saga,0.4084,0.075,0.0009,0.0018
Eric,0.4034,0.0701,0.0009,0.0018
Lannister,0.3841,0.0508,0.0009,0.0018
Velká,0.3917,0.0583,0.0009,0.0018
vyroben,0.3687,0.0354,0.0009,0.0018
1978,0.4657,0.1324,0.0009,0.0018
části,0.4146,0.0813,0.0009,0.0018
Out,0.3781,0.0448,0.0009,0.0018
1988,0.4971,0.1638,0.0009,0.0018
bývalý,0.4622,0.1289,0.0009,0.0018
vytvořena,0.4507,0.1174,0.0009,0.0018
Mezi,0.4746,0.1413,0.0009,0.0018
komediálním,0.4649,0.1316,0.0009,0.0018
nejmenší,0.8428,0.5094,0.0009,0.0018
zřídka,0.7382,0.4049,0.0009,0.0018
sedm,0.4558,0.1225,0.0009,0.0018
Vampire,0.4528,0.1194,0.0009,0.0018
Lynch,0.4476,0.1142,0.0009,0.0018
vlaku,0.3982,0.0648,0.0009,0.0018
hráčem,0.3838,0.0504,0.0009,0.0018
území,0.369,0.0356,0.0009,0.0018
Blíženci,0.5748,0.2415,0.0009,0.0018
spolupracovala,0.5195,0.1862,0.0009,0.0018
Hoffman,0.4136,0.0803,0.0009,0.0018
centrem,0.4042,0.0709,0.0009,0.0018
zařazen,0.3739,0.0406,0.0009,0.0018
sociální,0.433,0.0997,0.0009,0.0018
Comics,0.4367,0.1034,0.0009,0.0018
ředitelem,0.4089,0.0755,0.0009,0.0018
Simone,0.3776,0.0443,0.0009,0.0018
získat,0.6822,0.3488,0.0009,0.0018
nad,0.3945,0.0611,0.0009,0.0018
dostal,0.4146,0.0813,0.0009,0.0018
Peyton,0.4158,0.0825,0.0009,0.0018
Prince,0.3863,0.053,0.0009,0.0018
postrádá,0.8641,0.5307,0.0009,0.0018
Perry,0.5593,0.226,0.0009,0.0018
P,0.5293,0.1959,0.0009,0.0018
Big,0.4663,0.133,0.0009,0.0018
Gomez,0.3828,0.0494,0.0009,0.0018
Rooney,0.3774,0.0441,0.0009,0.0018
Britney,0.4108,0.0775,0.0009,0.0018
zpívá,0.6632,0.3298,0.0009,0.0018
Donnie,0.4231,0.0898,0.0009,0.0018
Who,0.3796,0.0463,0.0009,0.0018
prodala,0.4332,0.0998,0.0009,0.0018
jiné,0.4108,0.0774,0.0009,0.0018
Overwatch,0.4301,0.0968,0.0009,0.0018
Radiohead,0.4281,0.0947,0.0009,0.0018
Ridge,0.4165,0.0832,0.0009,0.0018
Katie,0.3798,0.0465,0.0009,0.0018
dokončil,0.5259,0.1926,0.0009,0.0017
vysoké,0.5055,0.1722,0.0009,0.0017
Philip,0.4605,0.1272,0.0009,0.0017
1969,0.4621,0.1288,0.0009,0.0017
Hamilton,0.3695,0.0361,0.0009,0.0017
Dylan,0.4433,0.1099,0.0009,0.0017
srpnu,0.4328,0.0995,0.0009,0.0017
fotbalista,0.4433,0.11,0.0009,0.0017
síně,0.4328,0.0995,0.0009,0.0017
Turner,0.3812,0.0479,0.0009,0.0017
Ježíš,0.4159,0.0825,0.0009,0.0017
Calvin,0.3844,0.0511,0.0009,0.0017
objevit,0.8849,0.5516,0.0009,0.0017
záznamů,0.4472,0.1138,0.0009,0.0017
1968,0.4067,0.0734,0.0009,0.0017
Dead,0.4418,0.1084,0.0009,0.0017
Baker,0.4744,0.1411,0.0009,0.0017
Christian,0.4342,0.1009,0.0009,0.0017
Holmes,0.3945,0.0611,0.0009,0.0017
trůny,0.4754,0.142,0.0009,0.0017
Sabbath,0.4109,0.0776,0.0009,0.0017
revoluce,0.3885,0.0552,0.0009,0.0017
hraní,0.3677,0.0344,0.0009,0.0017
Open,0.4379,0.1045,0.0009,0.0017
Freeman,0.4397,0.1064,0.0009,0.0017
Miami,0.3994,0.0661,0.0009,0.0017
Primetime,0.4526,0.1193,0.0009,0.0017
Rebecca,0.412,0.0787,0.0009,0.0017
Ázerbájdžán,0.4031,0.0698,0.0009,0.0017
Bay,0.5359,0.2025,0.0009,0.0017
svých,0.4474,0.1141,0.0009,0.0017
sezón,0.435,0.1017,0.0009,0.0017
Texasu,0.4209,0.0876,0.0009,0.0017
Phoenix,0.4036,0.0703,0.0009,0.0017
Muž,0.3793,0.046,0.0009,0.0017
Faith,0.3926,0.0593,0.0009,0.0017
Bobby,0.3749,0.0415,0.0009,0.0017
nahrávací,0.3643,0.0309,0.0009,0.0017
Oscar,0.3822,0.0488,0.0009,0.0017
pracovat,0.8048,0.4715,0.0009,0.0017
Rok,0.6836,0.3503,0.0009,0.0017
druhým,0.4129,0.0796,0.0009,0.0017
muže,0.4035,0.0702,0.0009,0.0017
Slash,0.3815,0.0482,0.0009,0.0017
Potter,0.45,0.1166,0.0009,0.0017
Francouzská,0.4451,0.1118,0.0009,0.0017
divadelní,0.4346,0.1012,0.0009,0.0017
Olympijské,0.4118,0.0785,0.0009,0.0017
OSN,0.4746,0.1413,0.0008,0.0017
Národní,0.4501,0.1168,0.0008,0.0017
mluví,0.3898,0.0564,0.0008,0.0017
