,productivity,utility,coverage,harmonic_mean
rok,0.4545,0.1211,0.0025,0.0049
Records,0.3814,0.048,0.0025,0.0049
Tony,0.5109,0.1776,0.0025,0.0049
York,0.4065,0.0732,0.0025,0.0049
##sle,0.4766,0.1433,0.0025,0.0049
Dead,0.388,0.0546,0.0025,0.0049
Street,0.3532,0.0199,0.0025,0.0049
##zal,0.7235,0.3902,0.0025,0.0049
50,0.3838,0.0505,0.0025,0.0049
My,0.4051,0.0717,0.0025,0.0049
skupiny,0.4267,0.0934,0.0024,0.0049
##yn,0.3624,0.0291,0.0024,0.0049
2006,0.3527,0.0193,0.0024,0.0049
##ar,0.3926,0.0592,0.0024,0.0048
sporto,0.4995,0.1661,0.0024,0.0048
ani,0.4085,0.0752,0.0024,0.0048
##krat,0.3569,0.0235,0.0024,0.0048
##ck,0.3684,0.0351,0.0024,0.0048
Wars,0.3569,0.0235,0.0024,0.0048
jeden,0.4137,0.0804,0.0024,0.0048
Mel,0.373,0.0397,0.0024,0.0048
30,0.3858,0.0525,0.0024,0.0048
##ovan,0.358,0.0247,0.0024,0.0048
##ine,0.4057,0.0724,0.0024,0.0048
##vo,0.3943,0.0609,0.0024,0.0048
##is,0.4392,0.1058,0.0024,0.0048
te,0.3637,0.0304,0.0024,0.0048
##skou,0.3806,0.0473,0.0024,0.0048
Wyatt,0.4539,0.1206,0.0024,0.0047
Led,0.4117,0.0784,0.0024,0.0047
Ryan,0.3968,0.0634,0.0024,0.0047
pl,0.3774,0.0441,0.0024,0.0047
ch,0.4188,0.0854,0.0024,0.0047
##f,0.4401,0.1067,0.0024,0.0047
Pi,0.367,0.0336,0.0024,0.0047
##iti,0.5338,0.2005,0.0024,0.0047
Den,0.3575,0.0242,0.0024,0.0047
singl,0.3896,0.0563,0.0024,0.0047
Des,0.3962,0.0629,0.0024,0.0047
So,0.376,0.0427,0.0024,0.0047
auto,0.4851,0.1518,0.0024,0.0047
Le,0.5315,0.1982,0.0024,0.0047
Al,0.4219,0.0885,0.0024,0.0047
##kro,0.3746,0.0412,0.0024,0.0047
##din,0.3811,0.0478,0.0024,0.0047
1999,0.4171,0.0838,0.0024,0.0047
##us,0.3892,0.0559,0.0023,0.0047
##nosti,0.3792,0.0459,0.0023,0.0047
angl,0.4107,0.0773,0.0023,0.0047
##rve,0.4725,0.1392,0.0023,0.0046
tenis,0.4059,0.0726,0.0023,0.0046
hr,0.4458,0.1124,0.0023,0.0046
Story,0.4134,0.0801,0.0023,0.0046
##okou,0.513,0.1796,0.0023,0.0046
##nsky,0.4188,0.0855,0.0023,0.0046
Lan,0.4006,0.0673,0.0023,0.0046
mis,0.3697,0.0364,0.0023,0.0046
##es,0.3798,0.0465,0.0023,0.0046
##ih,0.4109,0.0775,0.0023,0.0045
Nick,0.3907,0.0573,0.0023,0.0045
8,0.3778,0.0444,0.0023,0.0045
"""",0.3691,0.0358,0.0023,0.0045
##nd,0.3954,0.0621,0.0023,0.0045
Japon,0.4606,0.1272,0.0023,0.0045
##dbu,0.4027,0.0694,0.0023,0.0045
dis,0.4096,0.0763,0.0023,0.0045
Ty,0.3892,0.0559,0.0023,0.0045
por,0.4127,0.0793,0.0023,0.0045
Franco,0.4162,0.0829,0.0023,0.0045
ostrov,0.4326,0.0993,0.0023,0.0045
Re,0.3636,0.0303,0.0023,0.0045
##B,0.3607,0.0274,0.0023,0.0045
Marie,0.3879,0.0545,0.0023,0.0045
listopadu,0.3949,0.0616,0.0023,0.0045
10,0.4064,0.0731,0.0022,0.0045
Cu,0.3744,0.041,0.0022,0.0045
sy,0.3836,0.0503,0.0022,0.0045
anglicky,0.3571,0.0238,0.0022,0.0045
role,0.4945,0.1612,0.0022,0.0045
kniha,0.65,0.3167,0.0022,0.0045
Ce,0.441,0.1077,0.0022,0.0045
mil,0.3598,0.0264,0.0022,0.0044
Out,0.3639,0.0306,0.0022,0.0044
Brand,0.4436,0.1103,0.0022,0.0044
21,0.3813,0.048,0.0022,0.0044
##noval,0.528,0.1946,0.0022,0.0044
##cen,0.4598,0.1265,0.0022,0.0044
ky,0.3773,0.044,0.0022,0.0044
Harris,0.3771,0.0437,0.0022,0.0044
kapel,0.3682,0.0349,0.0022,0.0044
pi,0.4275,0.0942,0.0022,0.0044
1997,0.3904,0.057,0.0022,0.0044
sci,0.3889,0.0555,0.0022,0.0044
##vis,0.3775,0.0441,0.0022,0.0044
Christopher,0.3624,0.0291,0.0022,0.0044
##zta,0.3908,0.0574,0.0022,0.0044
Du,0.4126,0.0793,0.0022,0.0044
Howard,0.3795,0.0462,0.0022,0.0044
Billy,0.3942,0.0609,0.0022,0.0044
Hr,0.3594,0.0261,0.0022,0.0043
##ovat,0.6242,0.2909,0.0022,0.0043
Island,0.4389,0.1056,0.0022,0.0043
As,0.408,0.0746,0.0022,0.0043
Dogg,0.3885,0.0552,0.0022,0.0043
##oka,0.8613,0.528,0.0022,0.0043
Snoop,0.3888,0.0555,0.0022,0.0043
jedno,0.4704,0.1371,0.0022,0.0043
up,0.3983,0.065,0.0022,0.0043
Sarah,0.3794,0.0461,0.0022,0.0043
##tic,0.4054,0.0721,0.0022,0.0043
##ost,0.3659,0.0326,0.0022,0.0043
Lisa,0.3596,0.0262,0.0022,0.0043
Carter,0.3932,0.0599,0.0022,0.0043
video,0.3736,0.0403,0.0022,0.0043
##tla,0.7972,0.4639,0.0022,0.0043
##nt,0.4108,0.0775,0.0022,0.0043
##lii,0.3904,0.0571,0.0022,0.0043
##lke,0.384,0.0507,0.0022,0.0043
Transformers,0.4493,0.1159,0.0022,0.0043
cel,0.7437,0.4104,0.0022,0.0043
Cho,0.3937,0.0604,0.0022,0.0043
##sni,0.4298,0.0964,0.0021,0.0043
Rice,0.4191,0.0857,0.0021,0.0043
Don,0.4235,0.0901,0.0021,0.0043
##oli,0.7465,0.4131,0.0021,0.0043
##dli,0.5228,0.1895,0.0021,0.0043
Angeles,0.4093,0.076,0.0021,0.0043
Los,0.4101,0.0768,0.0021,0.0042
##zna,0.467,0.1336,0.0021,0.0042
##g,0.3987,0.0654,0.0021,0.0042
Trump,0.4429,0.1096,0.0021,0.0042
2004,0.368,0.0346,0.0021,0.0042
1998,0.3934,0.06,0.0021,0.0042
##kov,0.3684,0.035,0.0021,0.0042
Bob,0.3817,0.0484,0.0021,0.0042
ins,0.4039,0.0706,0.0021,0.0042
##ct,0.3858,0.0525,0.0021,0.0042
Roosevelt,0.3864,0.0531,0.0021,0.0042
Fel,0.4061,0.0728,0.0021,0.0042
Hu,0.3911,0.0578,0.0021,0.0042
##lez,0.388,0.0547,0.0021,0.0042
Ze,0.3643,0.031,0.0021,0.0042
Harry,0.4287,0.0954,0.0021,0.0042
proti,0.4052,0.0719,0.0021,0.0042
ti,0.3871,0.0538,0.0021,0.0042
West,0.3604,0.027,0.0021,0.0042
Inc,0.3863,0.053,0.0021,0.0042
Nelson,0.4019,0.0686,0.0021,0.0042
Film,0.3887,0.0553,0.0021,0.0041
vol,0.3801,0.0467,0.0021,0.0041
##pro,0.4915,0.1581,0.0021,0.0041
Donald,0.4272,0.0938,0.0021,0.0041
bez,0.6108,0.2775,0.0021,0.0041
##sah,0.3675,0.0342,0.0021,0.0041
Awards,0.357,0.0237,0.0021,0.0041
Johnson,0.3861,0.0528,0.0021,0.0041
##se,0.4376,0.1042,0.0021,0.0041
/,0.4098,0.0764,0.0021,0.0041
##tky,0.3688,0.0355,0.0021,0.0041
000,0.3674,0.0341,0.0021,0.0041
13,0.3785,0.0452,0.0021,0.0041
fi,0.4128,0.0794,0.0021,0.0041
rak,0.3698,0.0364,0.0021,0.0041
Twilight,0.417,0.0837,0.002,0.0041
Cha,0.5029,0.1696,0.002,0.0041
##ons,0.4071,0.0737,0.002,0.0041
Go,0.5374,0.2041,0.002,0.0041
##jske,0.3828,0.0494,0.002,0.0041
Portugal,0.3776,0.0443,0.002,0.004
Stone,0.3833,0.0499,0.002,0.004
filmy,0.3846,0.0512,0.002,0.004
12,0.3718,0.0385,0.002,0.004
##rah,0.4417,0.1084,0.002,0.004
##vka,0.3859,0.0526,0.002,0.004
doma,0.3864,0.053,0.002,0.004
##io,0.4389,0.1056,0.002,0.004
co,0.5122,0.1789,0.002,0.004
Grant,0.4106,0.0773,0.002,0.004
jak,0.6198,0.2865,0.002,0.004
Bush,0.3729,0.0395,0.002,0.004
pos,0.4087,0.0754,0.002,0.004
Smith,0.4055,0.0722,0.002,0.004
Marlon,0.4434,0.11,0.002,0.004
##rov,0.348,0.0147,0.002,0.004
Batman,0.3613,0.028,0.002,0.004
boj,0.3885,0.0552,0.002,0.004
Justin,0.4054,0.0721,0.002,0.004
##oben,0.4032,0.0699,0.002,0.004
super,0.4196,0.0863,0.002,0.004
Be,0.408,0.0747,0.002,0.004
Home,0.4163,0.083,0.002,0.004
Pan,0.3546,0.0212,0.002,0.004
11,0.3949,0.0615,0.002,0.004
##nske,0.3625,0.0292,0.002,0.004
Ha,0.3595,0.0262,0.002,0.004
vs,0.3967,0.0633,0.002,0.004
model,0.3932,0.0599,0.002,0.004
Ar,0.5169,0.1836,0.002,0.004
##id,0.4063,0.073,0.002,0.004
kterou,0.4648,0.1315,0.002,0.004
##any,0.4302,0.0969,0.002,0.004
Grammy,0.3849,0.0515,0.002,0.004
##ng,0.3582,0.0249,0.002,0.004
Sa,0.4173,0.084,0.002,0.004
me,0.4526,0.1193,0.002,0.0039
##oh,0.871,0.5377,0.002,0.0039
##ici,0.4177,0.0844,0.002,0.0039
##jevi,0.4773,0.144,0.002,0.0039
2002,0.3814,0.048,0.002,0.0039
Kurt,0.3829,0.0495,0.002,0.0039
Joseph,0.3747,0.0414,0.002,0.0039
Allen,0.3828,0.0494,0.002,0.0039
druhy,0.3723,0.039,0.002,0.0039
##A,0.3627,0.0293,0.002,0.0039
DC,0.404,0.0707,0.002,0.0039
Floyd,0.3962,0.0629,0.0019,0.0039
Fu,0.3522,0.0189,0.0019,0.0039
6,0.3815,0.0482,0.0019,0.0039
##L,0.4069,0.0735,0.0019,0.0039
Ellen,0.3887,0.0554,0.0019,0.0039
Boys,0.4143,0.0809,0.0019,0.0038
III,0.3705,0.0372,0.0019,0.0038
ji,0.41,0.0767,0.0019,0.0038
##tem,0.3751,0.0418,0.0019,0.0038
Francie,0.433,0.0996,0.0019,0.0038
Tara,0.3529,0.0195,0.0019,0.0038
Sean,0.3587,0.0253,0.0019,0.0038
mu,0.4175,0.0841,0.0019,0.0038
Grace,0.4075,0.0741,0.0019,0.0038
##dou,0.3648,0.0315,0.0019,0.0038
##lum,0.3751,0.0418,0.0019,0.0038
15,0.3595,0.0262,0.0019,0.0038
90,0.3726,0.0392,0.0019,0.0038
##vat,0.5221,0.1887,0.0019,0.0038
dra,0.3886,0.0553,0.0019,0.0038
##dlo,0.4014,0.0681,0.0019,0.0038
Pro,0.3876,0.0543,0.0019,0.0038
dvou,0.4018,0.0684,0.0019,0.0038
##bus,0.4704,0.1371,0.0019,0.0038
Francii,0.5031,0.1698,0.0019,0.0038
Ten,0.3643,0.0309,0.0019,0.0038
##ston,0.3782,0.0449,0.0019,0.0038
1980,0.5296,0.1963,0.0019,0.0038
Russell,0.3951,0.0618,0.0019,0.0038
Mac,0.4479,0.1146,0.0019,0.0037
##dl,0.392,0.0587,0.0019,0.0037
##ble,0.3979,0.0646,0.0019,0.0037
Edward,0.4056,0.0723,0.0019,0.0037
Beatles,0.4448,0.1115,0.0019,0.0037
2003,0.3603,0.027,0.0019,0.0037
7,0.3682,0.0348,0.0019,0.0037
##uh,0.3831,0.0498,0.0019,0.0037
obyvatel,0.4414,0.108,0.0019,0.0037
Cyrus,0.3994,0.066,0.0019,0.0037
World,0.3762,0.0428,0.0019,0.0037
University,0.3817,0.0484,0.0019,0.0037
mnoho,0.4831,0.1498,0.0018,0.0037
dubna,0.4168,0.0834,0.0018,0.0037
Brian,0.4949,0.1616,0.0018,0.0037
Walt,0.3677,0.0344,0.0018,0.0037
##ers,0.3856,0.0522,0.0018,0.0037
##trat,0.4646,0.1312,0.0018,0.0036
##smi,0.3775,0.0441,0.0018,0.0036
uni,0.3577,0.0243,0.0018,0.0036
Margaret,0.3725,0.0392,0.0018,0.0036
##ian,0.3939,0.0606,0.0018,0.0036
Mar,0.3613,0.0279,0.0018,0.0036
##pna,0.8632,0.5298,0.0018,0.0036
Lincoln,0.3833,0.05,0.0018,0.0036
Fa,0.3598,0.0265,0.0018,0.0036
Mars,0.4211,0.0878,0.0018,0.0036
Kate,0.3659,0.0326,0.0018,0.0036
Moore,0.4002,0.0669,0.0018,0.0036
Rachel,0.3869,0.0536,0.0018,0.0036
prac,0.4661,0.1328,0.0018,0.0036
kde,0.4548,0.1215,0.0018,0.0036
Emma,0.4167,0.0834,0.0018,0.0036
At,0.3925,0.0592,0.0018,0.0036
##rick,0.3781,0.0448,0.0018,0.0036
Patrick,0.3772,0.0439,0.0018,0.0036
##os,0.3987,0.0654,0.0018,0.0036
##hn,0.6484,0.3151,0.0018,0.0036
jih,0.3657,0.0324,0.0018,0.0036
Beck,0.4133,0.08,0.0018,0.0036
##ge,0.391,0.0576,0.0018,0.0036
Brad,0.3591,0.0258,0.0018,0.0036
ol,0.3788,0.0454,0.0018,0.0036
##her,0.3821,0.0488,0.0018,0.0036
We,0.3679,0.0346,0.0018,0.0036
hod,0.3818,0.0485,0.0018,0.0036
sva,0.3831,0.0498,0.0018,0.0036
kat,0.8776,0.5443,0.0018,0.0036
##G,0.3708,0.0375,0.0018,0.0036
Ford,0.3759,0.0425,0.0018,0.0036
kdy,0.4002,0.0668,0.0018,0.0036
Carr,0.373,0.0397,0.0018,0.0036
##C,0.4211,0.0877,0.0018,0.0035
You,0.3996,0.0662,0.0018,0.0035
Port,0.4236,0.0903,0.0018,0.0035
##iky,0.5333,0.2,0.0018,0.0035
##aj,0.3689,0.0356,0.0018,0.0035
Ted,0.3996,0.0663,0.0018,0.0035
Marvel,0.3957,0.0624,0.0018,0.0035
##jil,0.3633,0.03,0.0018,0.0035
prosince,0.4039,0.0705,0.0018,0.0035
kapela,0.4447,0.1114,0.0018,0.0035
Adele,0.3636,0.0303,0.0018,0.0035
jednou,0.3981,0.0648,0.0018,0.0035
##valy,0.474,0.1406,0.0018,0.0035
basket,0.3975,0.0642,0.0018,0.0035
Men,0.3757,0.0424,0.0018,0.0035
##demie,0.3898,0.0565,0.0018,0.0035
Golden,0.5142,0.1808,0.0017,0.0035
Jerry,0.3808,0.0474,0.0017,0.0035
Gold,0.4496,0.1163,0.0017,0.0035
publik,0.4905,0.1571,0.0017,0.0035
##ts,0.367,0.0336,0.0017,0.0035
Daniel,0.3687,0.0353,0.0017,0.0035
##nut,0.3914,0.0581,0.0017,0.0035
aby,0.3906,0.0572,0.0017,0.0035
thriller,0.4323,0.0989,0.0017,0.0035
Wales,0.4195,0.0861,0.0017,0.0035
##itel,0.4028,0.0694,0.0017,0.0035
##x,0.3682,0.0349,0.0017,0.0034
Tu,0.3571,0.0238,0.0017,0.0034
Apple,0.3814,0.048,0.0017,0.0034
Del,0.3911,0.0578,0.0017,0.0034
Lily,0.3989,0.0656,0.0017,0.0034
##ina,0.3643,0.031,0.0017,0.0034
ni,0.6573,0.324,0.0017,0.0034
##adi,0.3893,0.056,0.0017,0.0034
##hu,0.4098,0.0765,0.0017,0.0034
##tor,0.3763,0.043,0.0017,0.0034
##cea,0.4241,0.0908,0.0017,0.0034
##ene,0.3821,0.0488,0.0017,0.0034
City,0.3883,0.055,0.0017,0.0034
##ura,0.4022,0.0689,0.0017,0.0034
fina,0.379,0.0457,0.0017,0.0034
Stephen,0.4505,0.1172,0.0017,0.0034
Young,0.3891,0.0558,0.0017,0.0034
Ron,0.3729,0.0396,0.0017,0.0034
ci,0.3631,0.0297,0.0017,0.0034
80,0.3802,0.0469,0.0017,0.0034
##ad,0.4375,0.1041,0.0017,0.0034
##am,0.3989,0.0655,0.0017,0.0034
domov,0.4335,0.1002,0.0017,0.0034
##van,0.4005,0.0671,0.0017,0.0034
##adel,0.4477,0.1144,0.0017,0.0034
Jo,0.369,0.0357,0.0017,0.0034
##ec,0.3988,0.0654,0.0017,0.0034
ot,0.4583,0.1249,0.0017,0.0034
Blue,0.3962,0.0629,0.0017,0.0034
Douglas,0.3969,0.0636,0.0017,0.0034
Maria,0.3641,0.0307,0.0017,0.0034
##ed,0.4961,0.1628,0.0017,0.0033
lze,0.4525,0.1192,0.0017,0.0033
vedl,0.4601,0.1267,0.0017,0.0033
posle,0.3794,0.0461,0.0017,0.0033
Ti,0.3958,0.0625,0.0017,0.0033
Who,0.3792,0.0459,0.0017,0.0033
##azi,0.4214,0.088,0.0017,0.0033
##tou,0.4195,0.0862,0.0017,0.0033
##oke,0.3919,0.0586,0.0017,0.0033
Thomas,0.4487,0.1153,0.0017,0.0033
##tari,0.4148,0.0815,0.0017,0.0033
##ms,0.3861,0.0528,0.0017,0.0033
X,0.3528,0.0195,0.0017,0.0033
##kla,0.5249,0.1916,0.0017,0.0033
##ins,0.4162,0.0829,0.0017,0.0033
##at,0.5196,0.1863,0.0017,0.0033
##bit,0.4463,0.113,0.0017,0.0033
Stanley,0.3736,0.0403,0.0017,0.0033
1990,0.4802,0.1468,0.0017,0.0033
Davis,0.465,0.1316,0.0017,0.0033
##up,0.4218,0.0885,0.0016,0.0033
dob,0.369,0.0357,0.0016,0.0033
##les,0.3768,0.0435,0.0016,0.0033
Seth,0.3655,0.0321,0.0016,0.0033
Pen,0.3808,0.0474,0.0016,0.0033
Lewis,0.3655,0.0321,0.0016,0.0033
Joe,0.4162,0.0829,0.0016,0.0033
klub,0.442,0.1087,0.0016,0.0033
jednu,0.4424,0.1091,0.0016,0.0033
nes,0.7298,0.3964,0.0016,0.0033
Natalie,0.3849,0.0516,0.0016,0.0033
##sh,0.395,0.0617,0.0016,0.0033
##yna,0.3726,0.0393,0.0016,0.0033
##menu,0.4045,0.0711,0.0016,0.0033
led,0.4017,0.0684,0.0016,0.0033
sm,0.3936,0.0603,0.0016,0.0033
70,0.389,0.0557,0.0016,0.0033
la,0.3759,0.0426,0.0016,0.0032
##ut,0.5123,0.1789,0.0016,0.0032
##ron,0.4912,0.1578,0.0016,0.0032
Ruth,0.3792,0.0459,0.0016,0.0032
##nit,0.5962,0.2629,0.0016,0.0032
srpna,0.4556,0.1222,0.0016,0.0032
##jsk,0.3848,0.0515,0.0016,0.0032
##yne,0.3703,0.037,0.0016,0.0032
##pas,0.4184,0.0851,0.0016,0.0032
##vac,0.401,0.0677,0.0016,0.0032
Kevin,0.444,0.1106,0.0016,0.0032
Sv,0.3763,0.043,0.0016,0.0032
Ad,0.376,0.0426,0.0016,0.0032
1995,0.3924,0.0591,0.0016,0.0032
##ul,0.5532,0.2198,0.0016,0.0032
demo,0.3755,0.0422,0.0016,0.0032
komun,0.4595,0.1261,0.0016,0.0032
Ani,0.396,0.0627,0.0016,0.0032
Green,0.3578,0.0245,0.0016,0.0032
Dan,0.4462,0.1129,0.0016,0.0032
rod,0.4272,0.0938,0.0016,0.0032
Anderson,0.3858,0.0525,0.0016,0.0032
16,0.395,0.0617,0.0016,0.0032
Bo,0.4922,0.1589,0.0016,0.0032
nej,0.3771,0.0437,0.0016,0.0032
epi,0.3989,0.0656,0.0016,0.0032
Ta,0.3614,0.0281,0.0016,0.0032
jej,0.3974,0.0641,0.0016,0.0032
##zel,0.4161,0.0828,0.0016,0.0032
##lce,0.3924,0.0591,0.0016,0.0032
osoba,0.6318,0.2985,0.0016,0.0032
##um,0.3912,0.0578,0.0016,0.0032
Peter,0.3982,0.0649,0.0016,0.0032
Francisco,0.3937,0.0604,0.0016,0.0032
Adam,0.3558,0.0225,0.0016,0.0032
##op,0.4203,0.0869,0.0016,0.0032
Wilson,0.3752,0.0418,0.0016,0.0031
Danny,0.4279,0.0945,0.0016,0.0031
##han,0.4283,0.095,0.0016,0.0031
##tel,0.3935,0.0602,0.0016,0.0031
genera,0.4283,0.0949,0.0016,0.0031
Dark,0.3936,0.0602,0.0016,0.0031
##pool,0.3931,0.0598,0.0016,0.0031
##yra,0.399,0.0656,0.0016,0.0031
##ner,0.4021,0.0688,0.0016,0.0031
Leonardo,0.3608,0.0275,0.0016,0.0031
##olu,0.4295,0.0962,0.0016,0.0031
Miley,0.3923,0.059,0.0016,0.0031
##als,0.4868,0.1535,0.0016,0.0031
##cov,0.4651,0.1318,0.0016,0.0031
ekonomik,0.445,0.1117,0.0016,0.0031
Park,0.4219,0.0886,0.0016,0.0031
Andy,0.4165,0.0832,0.0016,0.0031
Kari,0.3911,0.0578,0.0016,0.0031
##tt,0.3987,0.0653,0.0016,0.0031
Cooper,0.3871,0.0537,0.0016,0.0031
pot,0.3709,0.0376,0.0016,0.0031
##ena,0.3982,0.0649,0.0016,0.0031
18,0.3711,0.0378,0.0016,0.0031
Toy,0.4526,0.1193,0.0016,0.0031
##ak,0.4242,0.0909,0.0016,0.0031
Oz,0.3964,0.063,0.0016,0.0031
##psal,0.4154,0.0821,0.0016,0.0031
Blu,0.3748,0.0414,0.0016,0.0031
##uv,0.3737,0.0404,0.0016,0.0031
prezidenta,0.3893,0.0559,0.0015,0.0031
Te,0.3846,0.0513,0.0015,0.0031
##as,0.4244,0.0911,0.0015,0.0031
Marilyn,0.4006,0.0672,0.0015,0.0031
Anglii,0.3561,0.0228,0.0015,0.0031
##ral,0.3807,0.0474,0.0015,0.0031
##mo,0.3763,0.0429,0.0015,0.0031
Adams,0.3784,0.045,0.0015,0.0031
Google,0.361,0.0277,0.0015,0.0031
Abraham,0.4118,0.0785,0.0015,0.0031
##eo,0.4003,0.067,0.0015,0.003
##smo,0.3762,0.0429,0.0015,0.003
##cia,0.4276,0.0942,0.0015,0.003
bio,0.4125,0.0792,0.0015,0.003
##so,0.4076,0.0742,0.0015,0.003
Spielberg,0.391,0.0576,0.0015,0.003
##lal,0.3758,0.0424,0.0015,0.003
##ob,0.4157,0.0824,0.0015,0.003
##pe,0.3901,0.0567,0.0015,0.003
##dra,0.4018,0.0685,0.0015,0.003
Jean,0.4393,0.106,0.0015,0.003
Zeppelin,0.4347,0.1014,0.0015,0.003
kopi,0.3799,0.0465,0.0015,0.003
Bryan,0.4034,0.07,0.0015,0.003
scena,0.4717,0.1383,0.0015,0.003
Or,0.3644,0.0311,0.0015,0.003
Va,0.3819,0.0485,0.0015,0.003
##ate,0.3808,0.0474,0.0015,0.003
zo,0.3701,0.0368,0.0015,0.003
nic,0.9351,0.6018,0.0015,0.003
##hla,0.3873,0.054,0.0015,0.003
##zko,0.3653,0.0319,0.0015,0.003
##w,0.5107,0.1773,0.0015,0.003
McCain,0.4978,0.1645,0.0015,0.003
##iny,0.3711,0.0378,0.0015,0.003
##iv,0.3662,0.0329,0.0015,0.003
14,0.4926,0.1592,0.0015,0.003
Iron,0.3782,0.0449,0.0015,0.003
##lash,0.3906,0.0572,0.0015,0.003
Wi,0.3604,0.0271,0.0015,0.003
##demi,0.4564,0.123,0.0015,0.003
9,0.387,0.0537,0.0015,0.003
Hen,0.4991,0.1658,0.0015,0.003
Bon,0.3813,0.0479,0.0015,0.003
##ik,0.4937,0.1603,0.0015,0.003
Break,0.5144,0.181,0.0015,0.003
Eminem,0.3637,0.0303,0.0015,0.003
##haal,0.3662,0.0328,0.0015,0.003
Wayne,0.3636,0.0303,0.0015,0.003
Jeden,0.4541,0.1208,0.0015,0.003
Od,0.4156,0.0822,0.0015,0.003
##tek,0.5306,0.1972,0.0015,0.003
##ah,0.3664,0.033,0.0015,0.003
Warren,0.3933,0.06,0.0015,0.0029
Hi,0.4334,0.1001,0.0015,0.0029
##psa,0.377,0.0437,0.0015,0.0029
Knight,0.3756,0.0423,0.0015,0.0029
Woods,0.3973,0.064,0.0015,0.0029
##fik,0.4032,0.0698,0.0015,0.0029
kdo,0.4739,0.1406,0.0015,0.0029
veg,0.9437,0.6104,0.0015,0.0029
##ani,0.3904,0.0571,0.0015,0.0029
Great,0.3666,0.0333,0.0015,0.0029
Radio,0.4235,0.0902,0.0015,0.0029
22,0.4323,0.099,0.0015,0.0029
##tra,0.376,0.0427,0.0015,0.0029
deset,0.4509,0.1176,0.0015,0.0029
##gent,0.3921,0.0587,0.0015,0.0029
Jak,0.3807,0.0473,0.0015,0.0029
Simpson,0.3732,0.0399,0.0015,0.0029
ra,0.5953,0.2619,0.0015,0.0029
Ci,0.4067,0.0734,0.0015,0.0029
More,0.4215,0.0882,0.0015,0.0029
NBA,0.3685,0.0352,0.0015,0.0029
polo,0.3821,0.0488,0.0015,0.0029
##gga,0.3745,0.0412,0.0015,0.0029
##tiv,0.3592,0.0259,0.0015,0.0029
##fi,0.4171,0.0838,0.0014,0.0029
Chaplin,0.3698,0.0365,0.0014,0.0029
brat,0.4162,0.0829,0.0014,0.0029
##aci,0.413,0.0797,0.0014,0.0029
Gerald,0.4233,0.09,0.0014,0.0029
Jackie,0.3764,0.0431,0.0014,0.0029
filmova,0.3557,0.0223,0.0014,0.0029
Kelly,0.4653,0.132,0.0014,0.0029
Ob,0.474,0.1407,0.0014,0.0029
Ju,0.3831,0.0497,0.0014,0.0029
Amerika,0.4098,0.0765,0.0014,0.0029
Joan,0.3893,0.0559,0.0014,0.0029
##bie,0.3853,0.0519,0.0014,0.0029
kl,0.531,0.1977,0.0014,0.0029
19,0.36,0.0267,0.0014,0.0029
le,0.3548,0.0214,0.0014,0.0029
Cara,0.4026,0.0692,0.0014,0.0029
Glee,0.3652,0.0319,0.0014,0.0028
##sad,0.6932,0.3598,0.0014,0.0028
##P,0.4174,0.0841,0.0014,0.0028
Prince,0.3868,0.0534,0.0014,0.0028
Nixon,0.3752,0.0419,0.0014,0.0028
Alicia,0.4094,0.0761,0.0014,0.0028
aust,0.3845,0.0511,0.0014,0.0028
Louis,0.3725,0.0392,0.0014,0.0028
##hat,0.4508,0.1175,0.0014,0.0028
Beach,0.418,0.0846,0.0014,0.0028
Fi,0.4165,0.0832,0.0014,0.0028
Eddie,0.3623,0.0289,0.0014,0.0028
Massachusetts,0.4324,0.0991,0.0014,0.0028
Fisher,0.4082,0.0749,0.0014,0.0028
Glenn,0.4067,0.0733,0.0014,0.0028
##gha,0.3812,0.0478,0.0014,0.0028
##dala,0.4028,0.0694,0.0014,0.0028
##dil,0.5191,0.1857,0.0014,0.0028
%,0.3685,0.0352,0.0014,0.0028
Hunt,0.4168,0.0835,0.0014,0.0028
jednoho,0.3856,0.0522,0.0014,0.0028
##cy,0.3693,0.036,0.0014,0.0028
Amy,0.3666,0.0332,0.0014,0.0028
Ved,0.3709,0.0376,0.0014,0.0028
podle,0.3671,0.0337,0.0014,0.0028
Adolf,0.3959,0.0626,0.0014,0.0028
Evans,0.4146,0.0812,0.0014,0.0028
Vi,0.5199,0.1865,0.0014,0.0028
Company,0.3967,0.0633,0.0014,0.0028
Turner,0.3887,0.0554,0.0014,0.0028
Dwa,0.3832,0.0499,0.0014,0.0028
##oc,0.3874,0.0541,0.0014,0.0028
smrti,0.3847,0.0514,0.0014,0.0028
##msky,0.3625,0.0291,0.0014,0.0028
ledna,0.4079,0.0745,0.0014,0.0028
##ff,0.4009,0.0676,0.0014,0.0028
Rus,0.4725,0.1391,0.0014,0.0028
##ot,0.404,0.0707,0.0014,0.0028
##bs,0.5352,0.2019,0.0014,0.0028
Girl,0.3993,0.066,0.0014,0.0028
Doktor,0.3884,0.0551,0.0014,0.0028
Jamie,0.3798,0.0464,0.0014,0.0027
naj,0.3636,0.0302,0.0014,0.0027
Fr,0.3838,0.0505,0.0014,0.0027
Bradley,0.381,0.0477,0.0014,0.0027
##nce,0.3945,0.0612,0.0014,0.0027
Henry,0.3748,0.0415,0.0014,0.0027
Maggie,0.3631,0.0297,0.0014,0.0027
